574	13
575	16
576	3
577	3
578	3
579	13
580	13
581	16
582	12
583	3
585	16
586	8
587	3
588	16
589	8
590	13
591	3
592	12
593	3
594	3
595	3
596	8
597	16
598	8
599	3
601	8
602	13
603	3
604	16
605	16
606	11
607	3
608	12
609	3
610	13
611	3
612	3
613	3
614	3
615	3
616	3
617	3
618	3
619	3
620	13
621	8
622	3
623	12
625	12
626	3
627	11
628	12
629	3
630	3
631	12
632	3
633	3
634	8
635	3
636	3
637	13
638	3
639	12
640	3
641	3
642	3
643	3
645	16
646	3
647	3
648	3
649	3
650	3
651	12
652	13
653	3
654	3
655	12
656	13
657	3
658	12
659	13
660	3
661	3
662	14
663	13
664	3
665	13
666	12
667	8
668	3
669	3
670	3
671	3
672	8
673	8
674	12
675	12
676	12
677	3
678	3
679	3
680	3
681	14
682	8
683	3
684	13
685	8
686	14
687	13
688	8
689	8
690	3
691	16
692	8
693	3
694	16
695	16
696	16
697	12
698	3
699	3
700	13
701	3
702	13
703	12
704	12
705	16
706	12
707	13
708	3
709	3
710	16
711	12
712	13
713	3
714	12
715	13
716	3
717	16
718	13
719	13
720	3
721	3
722	11
723	16
724	12
725	3
726	8
727	12
728	3
729	13
730	12
731	13
732	8
733	12
734	13
735	12
736	12
737	3
738	16
739	8
740	12
741	3
742	3
743	12
744	3
745	3
746	3
747	13
748	3
749	16
750	12
751	16
752	16
753	3
754	3
755	8
756	13
757	3
758	13
759	12
760	12
761	16
762	12
763	3
764	3
765	8
766	8
767	3
768	12
769	8
770	16
771	16
772	3
773	12
774	3
775	13
776	3
777	3
778	16
779	3
780	13
781	13
782	3
783	11
784	3
785	16
786	13
787	13
788	8
789	13
790	13
791	8
792	3
793	3
794	3
795	3
796	6
797	12
798	12
799	3
800	14
801	3
802	16
803	8
804	8
805	13
806	3
807	3
808	8
809	16
810	3
811	8
812	12
814	3
815	3
816	8
817	3
818	3
819	8
820	12
821	13
822	12
823	3
824	13
825	13
826	13
827	13
828	12
829	3
831	16
832	8
833	3
834	8
835	3
836	13
837	16
838	8
839	12
840	12
841	13
842	3
843	16
844	3
845	8
846	3
847	3
848	3
849	12
850	3
851	12
852	3
854	16
855	8
856	13
857	8
858	12
859	13
860	3
862	12
863	13
864	13
865	12
866	13
867	3
868	3
869	13
870	3
871	3
872	3
873	16
874	13
875	12
876	3
877	3
878	13
879	3
880	13
881	3
882	3
883	3
884	16
885	12
886	13
887	3
888	16
889	3
890	3
891	3
892	13
893	3
894	3
895	14
896	3
897	3
898	3
899	3
900	3
901	8
902	3
903	12
904	16
905	12
906	12
908	8
909	3
910	3
911	12
912	13
913	13
914	3
915	12
916	8
917	12
918	13
919	13
920	3
921	8
922	3
923	3
924	8
925	8
926	13
927	3
928	3
929	8
930	13
931	16
932	3
933	3
934	12
935	3
936	16
937	3
938	16
939	3
940	13
941	8
942	12
943	12
944	16
945	16
946	16
947	3
948	3
949	12
950	12
951	8
952	3
953	13
954	8
955	3
956	16
957	13
959	3
960	3
962	3
963	3
964	13
965	13
966	3
967	3
968	3
969	8
970	3
971	13
972	3
974	3
975	3
976	3
977	13
978	8
979	3
980	3
981	3
982	13
983	12
984	12
985	3
986	3
988	3
989	3
990	12
991	12
992	13
993	3
994	12
995	3
996	3
997	3
998	3
999	16
1000	3
1001	3
1002	16
1003	13
1004	3
1005	3
1006	3
1007	13
1008	3
1009	3
1010	3
1011	3
1012	16
1013	8
1014	8
1015	8
1016	8
1017	3
1018	12
1019	3
1020	3
1022	3
1023	3
1024	3
1025	12
1026	8
1027	13
1028	16
1029	3
1030	3
1031	12
1032	8
1033	3
1034	12
1035	3
1036	13
1037	12
1038	12
1039	3
1040	13
1041	13
1042	8
1043	13
1044	16
1045	3
1046	11
1047	3
1048	13
1049	16
1050	3
1051	16
1052	3
1053	3
1054	3
1055	3
1057	3
1058	8
1059	16
1060	3
1061	6
1062	3
1063	16
1064	3
1065	13
1066	16
1067	8
1069	16
1070	8
1071	16
1072	16
1073	3
1074	8
1075	13
1076	12
1077	3
1078	3
1079	12
1080	13
1081	8
1082	3
1083	12
1084	13
1085	12
1086	12
1087	3
1088	16
1089	3
1090	3
1091	3
1092	13
1093	6
1094	3
1095	13
1096	13
1097	3
1098	16
1099	13
1100	13
1101	11
1102	16
1103	8
1104	13
1105	3
1106	12
1107	3
1108	3
1109	3
1110	3
1111	3
1112	16
1113	3
1114	3
1116	3
1117	3
1118	3
1119	12
1120	3
1121	16
1122	12
1123	16
1124	3
1126	12
1127	12
1128	13
1129	3
1130	12
1131	3
1132	12
1133	3
1134	3
1135	12
1136	11
1137	12
1138	12
1139	16
1140	13
1141	13
1142	8
1143	3
1144	16
1145	3
1146	16
1147	3
1148	12
1149	3
1150	11
1151	3
1152	13
1154	8
1155	3
1156	12
1157	12
1158	3
1159	8
1160	3
1161	3
1162	16
1163	3
1164	11
1165	13
1166	16
1167	13
1168	3
1169	16
1170	13
1171	3
1173	12
1174	16
1175	3
1176	3
1177	3
1179	16
1180	3
1181	16
1182	11
1183	3
1184	8
1185	16
1186	13
1187	12
1188	12
1189	3
1190	16
1191	12
1193	3
1194	12
1195	3
1196	12
1197	3
1198	3
1199	16
1200	3
1202	13
1203	3
1204	8
1205	3
1206	16
1207	4
1208	3
1209	16
1210	8
1211	12
1212	3
1213	12
1214	16
1215	3
1216	3
1217	12
1218	3
1219	3
1220	12
1221	12
1222	8
1223	5
1224	3
1225	3
1226	8
1227	12
1228	3
1229	3
1230	8
1231	8
1232	3
1233	3
1234	3
1236	3
1237	8
1238	13
1239	3
1240	13
1241	3
1242	13
1243	3
1244	3
1245	3
1246	13
1247	16
1248	12
1249	3
1250	13
1251	3
1252	3
1253	3
1254	16
1255	3
1256	3
1257	3
1258	3
1259	3
1260	3
1261	3
1262	3
1263	3
1264	3
1265	3
1267	3
1268	3
1269	6
1270	16
1271	13
1272	13
1273	16
1274	13
1275	13
1276	13
1277	8
1278	8
1279	3
1280	3
1281	3
1282	13
1283	13
1284	3
1285	12
1286	8
1287	3
1288	3
1289	3
1290	12
1291	16
1292	16
1293	12
1294	12
1295	13
1296	16
1297	12
1298	3
1299	3
1300	12
1301	3
1302	3
1303	8
1305	13
1306	3
1307	3
1308	16
1309	3
1310	3
1311	13
1312	13
1313	12
1314	3
1315	3
1316	3
1317	3
1318	13
1319	3
1320	3
1322	16
1323	3
1324	3
1325	3
1326	3
1327	3
1328	3
1330	3
1331	3
1332	3
1333	3
1334	3
1335	3
1336	8
1337	3
1338	13
1339	16
1340	3
1341	13
1342	3
1343	3
1346	16
1347	3
1349	3
1350	3
1352	12
1353	3
1354	3
1355	3
1356	8
1357	16
1358	3
1360	8
1361	16
1362	3
1363	3
1365	12
1366	3
1367	14
1368	16
1370	16
1371	16
1372	3
1374	11
1375	16
1376	13
1377	13
1378	3
1379	3
1380	3
1381	16
1382	12
1383	8
1384	3
1385	3
1386	8
1387	3
1388	3
1389	3
1391	3
1392	3
1393	16
1394	13
1395	3
1396	3
1397	3
1398	3
1399	3
1400	3
1401	3
1402	16
1404	16
1405	3
1406	3
1407	12
1408	3
1409	3
1410	13
1411	3
1412	3
1413	16
1414	8
1415	12
1416	3
1417	12
1418	3
1419	3
1421	3
1422	8
1423	15
1424	16
1425	16
1426	8
1427	3
1428	13
1429	12
1430	3
1431	12
1432	3
1433	8
1434	8
1435	3
1436	12
1437	16
1438	3
1439	12
1440	12
1441	12
1442	12
1443	3
1444	13
1445	12
1446	13
1447	3
1448	12
1449	16
1450	3
1451	12
1452	3
1453	3
1454	8
1455	13
1456	16
1457	16
1458	3
1459	13
1460	16
1461	3
1462	3
1463	11
1464	16
1465	16
1466	3
1467	3
1468	3
1469	12
1470	8
1471	12
1472	13
1474	13
1475	3
1476	3
1477	12
1478	8
1479	16
1480	12
1481	3
1482	3
1483	12
1484	14
1485	3
1486	3
1487	16
1488	13
1489	3
1490	8
1491	12
1492	16
1493	3
1494	3
1495	12
1496	16
1497	16
1498	16
1499	13
1500	8
1502	3
1503	12
1504	13
1505	12
1506	12
1507	8
1508	16
1509	13
1510	3
1511	3
1512	3
1513	3
1514	3
1515	3
1517	3
1518	3
1519	12
1520	12
1521	13
1522	3
1523	16
1524	3
1525	3
1526	16
1527	16
1528	3
1529	3
1530	12
1531	12
1532	3
1533	3
1534	8
1537	8
1538	3
1539	3
1540	3
1541	16
1542	12
1543	3
1544	16
1545	3
1546	3
1547	8
1548	13
1549	3
1550	16
1551	3
1552	12
1553	8
1554	3
1555	3
1556	13
1558	16
1559	3
1560	3
1561	16
1564	3
1565	12
1566	16
1567	16
1570	8
1571	3
1572	3
1573	12
1574	3
1575	3
1576	12
1577	3
1578	3
1579	3
1580	16
1581	3
1582	3
1583	3
1585	3
1587	3
1588	3
1589	3
1593	3
1594	3
1595	16
1596	3
1597	12
1598	3
1599	3
1600	3
1601	16
1602	3
1603	3
1604	3
1605	13
1606	16
1607	3
1608	8
1609	16
1610	3
1611	3
1612	3
1613	8
1614	13
1615	12
1616	3
1617	3
1618	8
1619	3
1620	16
1621	12
1622	3
1623	13
1624	11
1625	12
1626	13
1627	13
1628	16
1629	2
1631	8
1632	8
1635	3
1636	16
1637	16
1638	3
1640	3
1641	8
1642	3
1643	3
1644	3
1645	3
1646	8
1647	13
1648	3
1649	3
1650	3
1651	16
1652	16
1653	3
1654	3
1655	13
1656	13
1657	3
1658	12
1659	3
1661	12
1662	12
1663	3
1664	3
1665	3
1666	3
1668	13
1669	3
1670	3
1672	3
1673	12
1674	3
1675	3
1676	3
1677	3
1678	3
1679	3
1680	12
1681	3
1682	3
